Timestamp,roll,pitch,heading,rollRate,pitchRate,yawRate,groundSpeed,airSpeed,airSpeedSetpoint,climbRate,altitudeRelative,altitudeAMSL,altitudeTuning,altitudeTuningSetpoint,xTrackError,flightDistance,flightTime,distanceToHome,missionItemIndex,headingToNextWP,headingToHome,distanceToGCS,throttlePct,hobbs,battery0.id,battery0.batteryFunction,battery0.batteryType,battery0.voltage,battery0.current,battery0.mahConsumed,battery0.temperature,battery0.percentRemaining,battery0.timeRemaining,battery0.timeRemainingStr,battery0.chargeState,battery0.instantPower,clock.currentTime,clock.currentDate,distanceSensor.rotationNone,distanceSensor.rotationYaw45,distanceSensor.rotationYaw90,distanceSensor.rotationYaw135,distanceSensor.rotationYaw180,distanceSensor.rotationYaw225,distanceSensor.rotationYaw270,distanceSensor.rotationYaw315,distanceSensor.rotationPitch90,distanceSensor.rotationPitch270,distanceSensor.minDistance,distanceSensor.maxDistance,escStatus.index,escStatus.rpm1,escStatus.rpm2,escStatus.rpm3,escStatus.rpm4,escStatus.current1,escStatus.current2,escStatus.current3,escStatus.current4,escStatus.voltage1,escStatus.voltage2,escStatus.voltage3,escStatus.voltage4,estimatorStatus.goodAttitudeEsimate,estimatorStatus.goodHorizVelEstimate,estimatorStatus.goodVertVelEstimate,estimatorStatus.goodHorizPosRelEstimate,estimatorStatus.goodHorizPosAbsEstimate,estimatorStatus.goodVertPosAbsEstimate,estimatorStatus.goodVertPosAGLEstimate,estimatorStatus.goodConstPosModeEstimate,estimatorStatus.goodPredHorizPosRelEstimate,estimatorStatus.goodPredHorizPosAbsEstimate,estimatorStatus.gpsGlitch,estimatorStatus.accelError,estimatorStatus.velRatio,estimatorStatus.horizPosRatio,estimatorStatus.vertPosRatio,estimatorStatus.magRatio,estimatorStatus.haglRatio,estimatorStatus.tasRatio,estimatorStatus.horizPosAccuracy,estimatorStatus.vertPosAccuracy,gps.lat,gps.lon,gps.mgrs,gps.hdop,gps.vdop,gps.courseOverGround,gps.lock,gps.count,gps2.lat,gps2.lon,gps2.mgrs,gps2.hdop,gps2.vdop,gps2.courseOverGround,gps2.lock,gps2.count,hygrometer.temperature,hygrometer.humidity,hygrometer.hygrometerid,localPosition.x,localPosition.y,localPosition.z,localPosition.vx,localPosition.vy,localPosition.vz,localPositionSetpoint.x,localPositionSetpoint.y,localPositionSetpoint.z,localPositionSetpoint.vx,localPositionSetpoint.vy,localPositionSetpoint.vz,setpoint.roll,setpoint.pitch,setpoint.yaw,setpoint.rollRate,setpoint.pitchRate,setpoint.yawRate,temperature.temperature1,temperature.temperature2,temperature.temperature3,terrain.blocksPending,terrain.blocksLoaded,vibration.xAxis,vibration.yAxis,vibration.zAxis,vibration.clipCount1,vibration.clipCount2,vibration.clipCount3,wind.direction,wind.speed,wind.verticalSpeed
38:19.7,0.9,-2.3,79,0,0,0,1.8,1.7,1.629,-0.1,2.9,40.1,3.39,3.395,0,21.6,00:01:25,13.6,0,--.--,234,14764180,19,0000:00:00,0,0,0,15.02,12.74,311,--.--,90,--.--,--:--:--,0,191.35,12:38:19,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2553278,75.8293756,43PEN 90528 44339,0.6,1,54,4,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,7.9,11.1,-2.9,1,1.3,-0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.31,--.--,--.--,56,0,13.5,13.4,49.2,83,106,0,--.--,--.--,--.--
38:20.7,0.8,-1.9,86,0,0,0,1.9,1.8,1.883,-0.1,3,40.2,3.47,3.579,0,24,00:01:26,16,0,--.--,236,14764179.2,19,0000:00:00,0,0,0,15.17,12.86,316,--.--,90,--.--,--:--:--,0,195.14,12:38:20,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2553385,75.8293946,43PEN 90530 44340,0.6,1,67.6,4,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,9,13.2,-3,0.7,1.7,0.2,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.26,--.--,--.--,56,0,16.4,14.3,57.7,84,107,0,--.--,--.--,--.--
38:21.7,1.7,-4.1,111,0,0,0,2,1.9,1.931,-0.2,3,40.2,3.46,3.594,0,24,00:01:27,17.8,0,--.--,238,14764178.9,21,0000:00:00,0,0,0,15.18,14.67,319,--.--,90,--.--,--:--:--,0,222.72,12:38:21,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2553442,75.8294109,43PEN 90532 44341,0.6,1,72.8,4,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,9.6,15,-3,0.4,1.9,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.24,--.--,--.--,56,0,11.6,11.2,48.5,84,107,0,--.--,--.--,--.--
38:22.7,0,-1.1,122,0,0,0,2,1.9,1.983,0,2.9,40.1,3.36,3.482,0,26.5,00:01:28,19.5,0,--.--,241,14764179.5,21,0000:00:00,0,0,0,15.14,16.13,322,--.--,90,--.--,--:--:--,0,244.29,12:38:22,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2553453,75.8294212,43PEN 90533 44341,0.6,1,87.4,4,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,9.6,17,-2.9,0,2,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.22,--.--,--.--,56,0,13.8,10,54.2,84,107,0,--.--,--.--,--.--
38:23.7,0.4,-1.5,143,0,0,0,2.1,1.9,1.924,0,2.8,40,3.3,3.265,0,29.7,00:01:29,20.9,0,--.--,244,14764180.2,21,0000:00:00,0,0,0,15.03,16.03,326,--.--,90,--.--,--:--:--,0,240.96,12:38:23,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2553449,75.829428,43PEN 90533 44341,0.6,1,92.1,4,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,9.1,18.8,-2.8,-0.7,1.9,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.21,--.--,--.--,56,0,7.4,14,34.8,84,107,0,--.--,--.--,--.--
38:24.7,1.9,0,169,0,0,0,1.9,1.8,1.785,0,2.8,40,3.33,3.323,0,29.7,00:01:30,21.9,0,--.--,249,14764181.5,22,0000:00:00,0,0,0,15.1,14.59,332,--.--,89,--.--,--:--:--,0,220.34,12:38:24,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2553331,75.8294588,43PEN 90537 44339,0.6,1,121.5,4,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,8,20.4,-2.8,-1,1.7,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.16,--.--,--.--,56,0,14.7,11,55,84,107,0,--.--,--.--,--.--
38:25.7,4.4,-3,208,0,0,0,1.5,1.6,1.597,0.2,2.8,40,3.28,3.235,0,32.2,00:01:31,22.6,0,--.--,252,14764183.1,21,0000:00:00,0,0,0,15.13,14.68,336,--.--,89,--.--,--:--:--,0,222.11,12:38:25,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2553223,75.8294705,43PEN 90538 44338,0.6,1,134.4,4,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,6.8,21.6,-2.8,-1.2,0.9,-0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.14,--.--,--.--,56,0,12.5,10.4,50.5,89,113,0,--.--,--.--,--.--
38:26.7,1.2,-1.8,237,0,0,0,1.3,1.4,1.42,0.2,2.8,40,3.29,3.22,0,34.2,00:01:32,22.5,0,--.--,255,14764184.1,20,0000:00:00,0,0,0,15.18,14.2,340,--.--,89,--.--,--:--:--,0,215.6,12:38:26,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2553148,75.8294739,43PEN 90538 44337,0.6,1,161.8,4,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,5.3,21.7,-2.8,-1.4,0.1,-0.2,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.13,--.--,--.--,56,0,13.8,9.2,54.4,89,113,0,--.--,--.--,--.--
38:27.7,2.3,-2.2,275,0,0,0,1.1,1.2,1.331,0.1,2.8,40,3.33,3.319,0,34.2,00:01:33,21.6,0,--.--,259,14764185.9,21,0000:00:00,0,0,0,15.09,13.57,342,--.--,89,--.--,--:--:--,0,204.81,12:38:27,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552973,75.8294711,43PEN 90538 44335,0.6,1,199.9,4,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,4,21.2,-2.8,-1,-0.6,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.09,--.--,--.--,56,0,10,9.8,43.8,89,113,0,--.--,--.--,--.--
38:28.7,1.4,-2.5,301,0,0,0,1.1,1,1.331,0,2.8,40,3.32,3.319,0,36.6,00:01:34,20.5,0,--.--,261,14764186.3,20,0000:00:00,0,0,0,15.14,14.22,347,--.--,89,--.--,--:--:--,0,215.36,12:38:28,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552921,75.8294672,43PEN 90538 44335,0.6,1,222.6,4,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,3.3,20.3,-2.8,-0.4,-1,-0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.09,--.--,--.--,56,0,9.6,8.8,39.7,89,113,0,--.--,--.--,--.--
38:29.7,2.6,-2.4,299,0,0,0,1.3,1.2,1.085,0.2,2.8,40,3.3,3.254,0,38.6,00:01:35,19.2,0,--.--,261,14764186.3,20,0000:00:00,0,0,0,15.1,15.22,350,--.--,89,--.--,--:--:--,0,229.76,12:38:29,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552877,75.8294583,43PEN 90537 44334,0.6,1,254.7,4,18,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,3.1,19.4,-2.8,-0.1,-1.2,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.06,--.--,--.--,56,0,17,16.9,61.5,94,116,0,--.--,--.--,--.--
38:30.7,0.9,-1.3,295,0,0,0,1.6,1.6,1.485,0,2.8,40,3.3,3.259,0,38.6,00:01:36,18.3,0,--.--,260,14764186,21,0000:00:00,0,0,0,15.14,14.09,355,--.--,89,--.--,--:--:--,0,213.28,12:38:30,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552895,75.8294413,43PEN 90535 44335,0.6,1,286.4,4,18,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,3.2,18,-2.8,0.3,-1.4,-0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.04,--.--,--.--,56,0,14.5,12.7,57.1,94,116,0,--.--,--.--,--.--
38:31.7,2,-1.9,298,0,0,0,1.8,1.8,1.783,0.1,2.8,40,3.34,3.323,0,40.6,00:01:37,16.4,0,--.--,256,14764184.7,22,0000:00:00,0,0,0,15.13,13.93,359,--.--,89,--.--,--:--:--,0,210.77,12:38:31,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.255294,75.8294267,43PEN 90533 44335,0.6,1,288.4,4,18,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,3.9,15.9,-2.8,0.6,-1.7,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.02,--.--,--.--,56,0,14.4,13.8,53.3,94,116,0,--.--,--.--,--.--
38:32.7,3.4,-2.6,298,0,0,0,1.9,2,1.968,0,2.9,40.1,3.37,3.361,0,43.1,00:01:38,14.8,0,--.--,252,14764183.7,21,0000:00:00,0,0,0,15.14,14.57,363,--.--,88,--.--,--:--:--,0,220.53,12:38:32,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552977,75.8294172,43PEN 90532 44335,0.6,1,293.7,4,18,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,4.7,14.1,-2.9,0.8,-1.8,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.01,--.--,--.--,56,0,16.4,14.2,58.5,94,116,0,--.--,--.--,--.--
38:33.7,-1.7,-2.4,310,0,0,0,2,2.1,2.103,-0.1,2.9,40.1,3.36,3.382,0,45.2,00:01:39,13.5,0,--.--,245,14764182.5,22,0000:00:00,0,0,0,15.08,15.35,367,--.--,88,--.--,--:--:--,0,231.43,12:38:33,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2553092,75.8293932,43PEN 90530 44337,0.6,1,301.9,4,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,5.7,12.3,-2.9,1,-1.7,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,47.98,--.--,--.--,56,0,16.3,20.4,55.4,94,116,0,--.--,--.--,--.--
38:34.7,0.8,-3,358,0,0,0,1.9,2,2.12,-0.1,2.8,40,3.28,3.203,0,47.3,00:01:40,12.5,0,--.--,237,14764180.8,20,0000:00:00,0,0,0,15.09,13.91,370,--.--,88,--.--,--:--:--,0,209.9,12:38:34,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2553182,75.8293767,43PEN 90528 44338,0.6,1,304.2,4,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,6.4,11,-2.8,1.1,-1.7,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,47.97,--.--,--.--,56,0,12.2,11.4,48.6,94,116,0,--.--,--.--,--.--
38:35.7,1.1,0.1,40,0,0,0,1.6,1.7,1.724,0,2.8,40,3.32,3.26,0,49.7,00:01:41,12.4,0,--.--,229,14764179.3,21,0000:00:00,0,0,0,15.11,13.88,375,--.--,88,--.--,--:--:--,0,209.78,12:38:35,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2553248,75.8293687,43PEN 90527 44338,0.6,1,317.3,4,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,8.2,9.4,-2.8,1.5,-0.7,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,47.96,--.--,--.--,56,0,7.4,11.7,35,94,116,0,--.--,--.--,--.--
38:36.7,-2.4,4.4,49,0,0,0,1,0.9,1.116,0,2.8,40,3.27,3.216,0,49.7,00:01:42,12.8,0,--.--,224,14764178.1,21,0000:00:00,0,0,0,15.11,14.16,379,--.--,88,--.--,--:--:--,0,214.01,12:38:36,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2553405,75.8293597,43PEN 90526 44340,0.6,1,339.2,4,20,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,9.3,8.9,-2.8,1,-0.4,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,47.93,--.--,--.--,56,0,5.5,6,23.7,94,116,0,--.--,--.--,--.--
38:37.7,0.9,0.6,49,0,0,0,0.5,0.4,0.61,0,2.7,39.9,3.2,3.076,0,49.7,00:01:43,13,0,--.--,220,14764177.6,21,0000:00:00,0,0,0,15.12,14.96,383,--.--,88,--.--,--:--:--,0,226.12,12:38:37,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2553477,75.8293563,43PEN 90526 44341,0.6,1,322.4,4,20,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,9.9,8.4,-2.7,0.4,-0.5,-0.2,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,47.91,--.--,--.--,56,0,13.5,12.7,55,94,116,0,--.--,--.--,--.--
38:38.7,0.2,0.3,48,0,0,0,0.3,0.2,0.371,0,2.7,39.9,3.22,3.095,0,51.8,00:01:44,12.9,0,--.--,219,14764177.5,22,0000:00:00,0,0,0,15.06,15.15,387,--.--,88,--.--,--:--:--,0,228.2,12:38:38,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2553491,75.8293545,43PEN 90525 44341,0.6,1,296.6,4,20,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,10.1,8.1,-2.7,0.2,-0.2,-0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,47.9,--.--,--.--,56,0,13.7,11.9,54.9,94,116,0,--.--,--.--,--.--
38:39.7,0.2,1.1,49,0,0,0,0.1,0.1,0.112,0.2,2.8,40,3.25,3.156,0,51.8,00:01:45,13,0,--.--,219,14764177.4,22,0000:00:00,0,0,0,15.09,15.79,390,--.--,88,--.--,--:--:--,0,238.19,12:38:39,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2553507,75.8293544,43PEN 90525 44341,0.6,1,300.9,4,20,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,10.1,8.2,-2.8,0.1,-0.1,-0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,47.87,--.--,--.--,56,0,13,9.7,51.8,95,117,0,--.--,--.--,--.--
38:40.7,0.6,5.5,47,0,0,0,0.6,0.4,0.229,0,2.8,40,3.26,3.175,0,51.8,00:01:46,12.9,0,--.--,220,14764177.5,21,0000:00:00,0,0,0,15.13,14.07,395,--.--,88,--.--,--:--:--,0,212.89,12:38:40,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.25535,75.8293556,43PEN 90526 44341,0.6,1,239.1,4,20,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,9.9,8.2,-2.8,-0.4,-0.4,-0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,47.85,--.--,--.--,56,0,9.4,10.4,42.5,95,117,0,--.--,--.--,--.--
38:41.7,-1.7,5.7,48,0,0,0,1.2,1,0.924,0.1,2.8,40,3.27,3.184,0,51.8,00:01:47,12.1,0,--.--,220,14764178.1,22,0000:00:00,0,0,0,15.11,14.69,398,--.--,87,--.--,--:--:--,0,221.89,12:38:41,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2553456,75.8293529,43PEN 90525 44341,0.6,1,216.5,4,20,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,9.3,7.8,-2.8,-0.7,-0.9,-0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,47.83,--.--,--.--,56,0,9,9.9,40.4,95,117,0,--.--,--.--,--.--
38:42.7,0.5,5.2,51,0,0,0,1.7,1.5,1.371,0.2,2.8,40,3.3,3.224,0,51.8,00:01:48,11.3,0,--.--,220,14764178.6,20,0000:00:00,0,0,0,15.02,15.89,403,--.--,87,--.--,--:--:--,0,238.6,12:38:42,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2553386,75.8293451,43PEN 90524 44340,0.6,1,228.9,4,20,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,8.4,6.9,-2.8,-1.1,-1.2,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,47.81,--.--,--.--,56,0,15.1,13.8,63.7,95,117,0,--.--,--.--,--.--
38:43.7,-0.3,-0.3,51,0,0,0,1.6,1.6,1.675,0.1,2.8,40,3.27,3.196,0,54.4,00:01:49,9.3,0,--.--,218,14764179.9,22,0000:00:00,0,0,0,15.09,14.95,408,--.--,87,--.--,--:--:--,0,225.6,12:38:43,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2553293,75.8293343,43PEN 90523 44339,0.6,1,227,4,20,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,7.3,5.8,-2.8,-1.2,-1.1,-0.2,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,47.79,--.--,--.--,56,0,10,9.5,40.1,95,117,0,--.--,--.--,--.--
