Timestamp,roll,pitch,heading,rollRate,pitchRate,yawRate,groundSpeed,airSpeed,airSpeedSetpoint,climbRate,altitudeRelative,altitudeAMSL,altitudeTuning,altitudeTuningSetpoint,xTrackError,flightDistance,flightTime,distanceToHome,missionItemIndex,headingToNextWP,headingToHome,distanceToGCS,throttlePct,hobbs,battery0.id,battery0.batteryFunction,battery0.batteryType,battery0.voltage,battery0.current,battery0.mahConsumed,battery0.temperature,battery0.percentRemaining,battery0.timeRemaining,battery0.timeRemainingStr,battery0.chargeState,battery0.instantPower,clock.currentTime,clock.currentDate,distanceSensor.rotationNone,distanceSensor.rotationYaw45,distanceSensor.rotationYaw90,distanceSensor.rotationYaw135,distanceSensor.rotationYaw180,distanceSensor.rotationYaw225,distanceSensor.rotationYaw270,distanceSensor.rotationYaw315,distanceSensor.rotationPitch90,distanceSensor.rotationPitch270,distanceSensor.minDistance,distanceSensor.maxDistance,escStatus.index,escStatus.rpm1,escStatus.rpm2,escStatus.rpm3,escStatus.rpm4,escStatus.current1,escStatus.current2,escStatus.current3,escStatus.current4,escStatus.voltage1,escStatus.voltage2,escStatus.voltage3,escStatus.voltage4,estimatorStatus.goodAttitudeEsimate,estimatorStatus.goodHorizVelEstimate,estimatorStatus.goodVertVelEstimate,estimatorStatus.goodHorizPosRelEstimate,estimatorStatus.goodHorizPosAbsEstimate,estimatorStatus.goodVertPosAbsEstimate,estimatorStatus.goodVertPosAGLEstimate,estimatorStatus.goodConstPosModeEstimate,estimatorStatus.goodPredHorizPosRelEstimate,estimatorStatus.goodPredHorizPosAbsEstimate,estimatorStatus.gpsGlitch,estimatorStatus.accelError,estimatorStatus.velRatio,estimatorStatus.horizPosRatio,estimatorStatus.vertPosRatio,estimatorStatus.magRatio,estimatorStatus.haglRatio,estimatorStatus.tasRatio,estimatorStatus.horizPosAccuracy,estimatorStatus.vertPosAccuracy,gps.lat,gps.lon,gps.mgrs,gps.hdop,gps.vdop,gps.courseOverGround,gps.lock,gps.count,gps2.lat,gps2.lon,gps2.mgrs,gps2.hdop,gps2.vdop,gps2.courseOverGround,gps2.lock,gps2.count,hygrometer.temperature,hygrometer.humidity,hygrometer.hygrometerid,localPosition.x,localPosition.y,localPosition.z,localPosition.vx,localPosition.vy,localPosition.vz,localPositionSetpoint.x,localPositionSetpoint.y,localPositionSetpoint.z,localPositionSetpoint.vx,localPositionSetpoint.vy,localPositionSetpoint.vz,setpoint.roll,setpoint.pitch,setpoint.yaw,setpoint.rollRate,setpoint.pitchRate,setpoint.yawRate,temperature.temperature1,temperature.temperature2,temperature.temperature3,terrain.blocksPending,terrain.blocksLoaded,vibration.xAxis,vibration.yAxis,vibration.zAxis,vibration.clipCount1,vibration.clipCount2,vibration.clipCount3,wind.direction,wind.speed,wind.verticalSpeed
36:07.7,0,0,52,0,0,0,0.1,0.1,0.084,0.2,0.3,37.3,0.55,0.52,0,0,00:00:00,0.1,0,--.--,--.--,14764187,0,0000:00:00,0,0,0,16.4,0.05,5,--.--,99,--.--,--:--:--,0,0.82,12:36:07,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552511,75.8292722,43PEN 90516 44330,0.6,1.1,244.3,3,18,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0,0.1,-0.2,0,0,-0.3,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.58,--.--,--.--,56,0,0,0,0,0,0,0,--.--,--.--,--.--
36:08.7,0,0,52,0,0,0,0,0.1,0.056,0.2,0.4,37.4,0.63,0.62,0,0,00:00:01,0.1,0,--.--,--.--,14764187,0,0000:00:00,0,0,0,16.41,0.05,5,--.--,99,--.--,--:--:--,0,0.82,12:36:08,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.255251,75.8292717,43PEN 90516 44330,0.6,1,244.3,3,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0,0.1,-0.3,0,0,-0.2,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.59,--.--,--.--,56,0,0,0,0,0,0,0,--.--,--.--,--.--
36:09.7,0,0,52,0,0,0,0,0.1,0.177,0.2,0.4,37.4,0.7,0.69,0,0,00:00:02,0.2,0,--.--,--.--,14764186.9,0,0000:00:00,0,0,0,16.38,0.11,5,--.--,99,--.--,--:--:--,0,1.8,12:36:09,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552509,75.8292725,43PEN 90517 44330,0.6,1,244.3,3,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0,0.2,-0.4,0,0,-0.2,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.61,--.--,--.--,56,0,3.7,4.1,4.2,0,0,0,--.--,--.--,--.--
36:10.7,0,0,52,0,0,0,0,0.1,0.125,0.2,0.4,37.4,0.71,0.7,0,0,00:00:03,0.2,0,--.--,--.--,14764186.9,0,0000:00:00,0,0,0,16.31,0.06,5,--.--,99,--.--,--:--:--,0,0.98,12:36:10,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.255251,75.8292727,43PEN 90517 44330,0.6,1,244.3,3,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0,0.2,-0.4,0,0,-0.2,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.61,--.--,--.--,56,0,2.1,4.1,4.8,0,0,0,--.--,--.--,--.--
36:11.7,0,0,52,0,0,0,0,0.2,0.07,0.1,0.4,37.4,0.72,0.72,0,0,00:00:04,0.3,0,--.--,--.--,14764186.8,0,0000:00:00,0,0,0,16.41,0.08,5,--.--,99,--.--,--:--:--,0,1.31,12:36:11,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552521,75.8292744,43PEN 90517 44330,0.6,1,244.3,3,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.1,0.3,-0.4,0,0,-0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.64,--.--,--.--,56,0,1.2,1,1.9,0,0,0,--.--,--.--,--.--
36:12.7,0,0,52,0,0,0,0,0.1,0.144,0.1,0.4,37.4,0.69,0.69,0,0,00:00:04,0.3,0,--.--,--.--,14764187.1,0,0000:00:00,0,0,0,16.41,0.08,5,--.--,99,--.--,--:--:--,0,1.31,12:36:12,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552521,75.8292744,43PEN 90517 44330,0.6,1,244.3,3,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.1,0.3,-0.4,0,0,-0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.65,--.--,--.--,56,0,0.2,0.2,0.5,0,0,0,--.--,--.--,--.--
36:13.7,0,0,52,0,0,0,0,0.1,0.054,0.1,0.4,37.4,0.68,0.69,0,0,00:00:04,0.4,0,--.--,--.--,14764187,0,0000:00:00,0,0,0,16.44,0.1,5,--.--,99,--.--,--:--:--,0,1.64,12:36:13,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552525,75.8292744,43PEN 90517 44330,0.6,1,244.3,3,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.1,0.3,-0.4,0,0,-0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.66,--.--,--.--,56,0,0.1,0.2,0.5,0,0,0,--.--,--.--,--.--
36:14.7,0,0,52,0,0,0,0,0.1,0.044,0.1,0.3,37.3,0.62,0.62,0,0,00:00:04,0.4,0,--.--,--.--,14764187.1,0,0000:00:00,0,0,0,16.43,0.09,5,--.--,99,--.--,--:--:--,0,1.48,12:36:14,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552525,75.8292751,43PEN 90517 44330,0.6,1,244.3,3,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.1,0.4,-0.3,0,0,-0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.69,--.--,--.--,56,0,0,0,0,0,0,0,--.--,--.--,--.--
36:15.7,0,0,52,0,0,0,0,0.1,0.042,0.1,0.3,37.3,0.59,0.6,0,0,00:00:04,0.5,0,--.--,--.--,14764187.4,0,0000:00:00,0,0,0,16.42,0.08,5,--.--,99,--.--,--:--:--,0,1.31,12:36:15,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552527,75.8292759,43PEN 90517 44330,0.6,1,244.3,3,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.1,0.5,-0.3,0,0,-0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.7,--.--,--.--,56,0,0,0,0,0,0,0,--.--,--.--,--.--
36:16.7,0,0,52,0,0,0,0,0,0.036,0,0.3,37.3,0.57,0.57,0,0,00:00:04,0.6,0,--.--,--.--,14764187.3,0,0000:00:00,0,0,0,16.4,0.07,5,--.--,99,--.--,--:--:--,0,1.15,12:36:16,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552532,75.829276,43PEN 90517 44330,0.6,1,244.3,3,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.1,0.5,-0.3,0,0,-0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.73,--.--,--.--,56,0,0,0,0,0,0,0,--.--,--.--,--.--
36:17.7,0,0,52,0,0,0,0,0.1,0.018,0,0.3,37.3,0.56,0.56,0,0,00:00:04,0.6,0,--.--,--.--,14764187.3,0,0000:00:00,0,0,0,16.38,0.06,5,--.--,99,--.--,--:--:--,0,0.98,12:36:17,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552533,75.8292763,43PEN 90517 44331,0.6,1.1,244.3,3,16,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.6,-0.3,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.75,--.--,--.--,56,0,0,0,0,0,0,0,--.--,--.--,--.--
36:18.7,0,0,52,0,0,0,0,0,0.048,0,0.3,37.3,0.56,0.56,0,0,00:00:04,0.7,0,--.--,--.--,14764187,0,0000:00:00,0,0,0,16.44,0.1,5,--.--,99,--.--,--:--:--,0,1.64,12:36:18,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552533,75.8292764,43PEN 90517 44331,0.6,1,244.3,3,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.7,-0.3,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.75,--.--,--.--,56,0,0,0,0,0,0,0,--.--,--.--,--.--
36:19.7,0,0,52,0,0,0,0,0.1,0.093,0,0.3,37.3,0.56,0.56,0,0,00:00:04,0.7,0,--.--,--.--,14764187,0,0000:00:00,0,0,0,16.41,0.08,5,--.--,99,--.--,--:--:--,0,1.31,12:36:19,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552529,75.8292769,43PEN 90517 44330,0.6,1,244.3,3,18,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.7,-0.3,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.78,--.--,--.--,56,0,0,0,0,0,0,0,--.--,--.--,--.--
36:20.7,0,0,52,0,0,0,0,0.3,0.028,0,0.3,37.3,0.54,0.54,0,0,00:00:04,0.7,0,--.--,--.--,14764187,0,0000:00:00,0,0,0,16.4,0.06,5,--.--,99,--.--,--:--:--,0,0.98,12:36:20,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292772,43PEN 90517 44331,0.6,1,244.3,3,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.1,0.7,-0.3,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.8,--.--,--.--,56,0,0,0,0,0,0,0,--.--,--.--,--.--
36:21.7,0,0.1,52,0,0,0,0,0.1,0.025,0,0.2,37.2,0.47,0.51,0,0,00:00:04,0.7,0,--.--,--.--,14764186.8,0,0000:00:00,0,0,0,16.4,0.07,5,--.--,99,--.--,--:--:--,0,1.15,12:36:21,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552537,75.8292771,43PEN 90517 44331,0.6,1,244.3,3,18,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.1,0.7,-0.2,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.81,--.--,--.--,56,0,0,0,0,0,0,0,--.--,--.--,--.--
36:22.7,0,0,52,0,0,0,0,0.1,0.063,0,0.2,37.2,0.49,0.48,0,0,00:00:04,0.7,0,--.--,--.--,14764186.7,0,0000:00:00,0,0,0,16.42,0.08,5,--.--,99,--.--,--:--:--,0,1.31,12:36:22,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552544,75.8292774,43PEN 90517 44331,0.6,1,244.3,3,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.7,-0.2,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.83,--.--,--.--,56,0,0,0,0,0,0,0,--.--,--.--,--.--
36:23.7,-0.1,0,52,0,0,0,0.1,0.2,0.246,0,0.2,37.2,0.51,0.51,0,0,00:00:04,0.7,0,--.--,--.--,14764186.5,0,0000:00:00,0,0,0,16.34,0.02,5,--.--,99,--.--,--:--:--,0,0.33,12:36:23,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.255256,75.8292767,43PEN 90517 44331,0.6,1,244.3,3,18,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.4,0.6,-0.2,0,-0.1,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.86,--.--,--.--,56,0,0,0,0,0,0,0,--.--,--.--,--.--
36:24.7,0,0,52,0,0,0,0,0.1,0.169,0,0.1,37.1,0.43,0.47,0,0,00:00:04,0.8,0,--.--,--.--,14764186.7,0,0000:00:00,0,0,0,16.39,0.06,5,--.--,99,--.--,--:--:--,0,0.98,12:36:24,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552556,75.8292774,43PEN 90517 44331,0.6,1,244.3,3,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.3,0.7,-0.1,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.87,--.--,--.--,56,0,0,0,0,0,0,0,--.--,--.--,--.--
36:25.7,0,0,52,0,0,0,0.1,0.1,0.051,0,0.1,37.1,0.43,0.43,0,0,00:00:04,0.9,0,--.--,--.--,14764186.5,0,0000:00:00,0,0,0,16.36,0.03,5,--.--,99,--.--,--:--:--,0,0.49,12:36:25,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552573,75.8292778,43PEN 90517 44331,0.6,1,244.3,3,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.6,0.7,-0.1,0.1,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.91,--.--,--.--,56,0,0,0,0,0,0,0,--.--,--.--,--.--
36:26.7,-0.1,-0.1,52,0,0,0,0.1,0.2,0.12,0,0.2,37.1,0.44,0.44,0,0,00:00:04,1.1,0,--.--,225,14764186.3,0,0000:00:00,0,0,0,16.42,0.09,5,--.--,99,--.--,--:--:--,0,1.48,12:36:26,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552581,75.8292785,43PEN 90517 44331,0.6,1,244.3,3,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.8,0.8,-0.2,0.1,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.93,--.--,--.--,56,0,0.2,0.2,0.2,0,0,0,--.--,--.--,--.--
36:27.7,0,0,52,0,0,0,0.1,0.1,0.062,0,0.2,37.1,0.44,0.44,0,0,00:00:04,1.1,0,--.--,224,14764186,0,0000:00:00,0,0,0,16.42,0.08,5,--.--,99,--.--,--:--:--,0,1.31,12:36:27,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552583,75.8292782,43PEN 90517 44331,0.6,1,244.3,3,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.8,0.8,-0.2,0.1,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.94,--.--,--.--,56,0,0,0,0,0,0,0,--.--,--.--,--.--
36:28.7,0,0,52,0,0,0,0.1,0.1,0.2,0,0.2,37.1,0.44,0.44,0,0,00:00:04,1.2,0,--.--,225,14764186,0,0000:00:00,0,0,0,16.37,0.04,5,--.--,99,--.--,--:--:--,0,0.65,12:36:28,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552595,75.8292784,43PEN 90517 44331,0.6,1,244.3,3,18,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.8,0.8,-0.2,0.1,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,48.97,--.--,--.--,56,0,0.1,0.1,0,0,0,0,--.--,--.--,--.--
36:29.7,0,0.1,52,0,0,0,0.1,0.1,0.075,0,0.2,37.1,0.44,0.44,0,0,00:00:04,1.1,0,--.--,220,14764185.9,0,0000:00:00,0,0,0,16.43,0.09,5,--.--,99,--.--,--:--:--,0,1.48,12:36:29,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552596,75.8292771,43PEN 90517 44331,0.6,1,244.3,3,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.9,0.7,-0.2,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,49,--.--,--.--,56,0,0.2,0.2,0.2,0,0,0,--.--,--.--,--.--
36:30.7,0.4,0.1,52,0,0,0,0,0,0.046,0,0.2,37.2,0.45,0.44,0,0,00:00:04,1.2,0,--.--,219,14764185.7,0,0000:00:00,0,0,0,16.39,0.05,5,--.--,99,--.--,--:--:--,0,0.82,12:36:30,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552596,75.8292773,43PEN 90517 44331,0.6,1,244.3,3,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.9,0.7,-0.2,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,49.02,--.--,--.--,56,0,0.2,0.3,0.2,0,0,0,--.--,--.--,--.--
36:31.7,0.4,0,51,0,0,0,0,0,0.029,0,0.2,37.2,0.47,0.46,0,0,00:00:04,1.2,0,--.--,219,14764185.7,0,0000:00:00,0,0,0,16.45,0.11,5,--.--,99,--.--,--:--:--,0,1.81,12:36:31,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552595,75.8292774,43PEN 90517 44331,0.6,1,244.3,3,19,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.9,0.8,-0.2,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,49.03,--.--,--.--,56,0,0.1,0.1,0.1,0,0,0,--.--,--.--,--.--
