Timestamp,roll,pitch,heading,rollRate,pitchRate,yawRate,groundSpeed,airSpeed,airSpeedSetpoint,climbRate,altitudeRelative,altitudeAMSL,altitudeTuning,altitudeTuningSetpoint,xTrackError,rangeFinderDist,flightDistance,flightTime,distanceToHome,missionItemIndex,headingToNextWP,headingToHome,distanceToGCS,throttlePct,hobbs,battery0.id,battery0.batteryFunction,battery0.batteryType,battery0.voltage,battery0.current,battery0.mahConsumed,battery0.temperature,battery0.percentRemaining,battery0.timeRemaining,battery0.timeRemainingStr,battery0.chargeState,battery0.instantPower,clock.currentTime,clock.currentDate,distanceSensor.rotationNone,distanceSensor.rotationYaw45,distanceSensor.rotationYaw90,distanceSensor.rotationYaw135,distanceSensor.rotationYaw180,distanceSensor.rotationYaw225,distanceSensor.rotationYaw270,distanceSensor.rotationYaw315,distanceSensor.rotationPitch90,distanceSensor.rotationPitch270,distanceSensor.minDistance,distanceSensor.maxDistance,escStatus.index,escStatus.rpm1,escStatus.rpm2,escStatus.rpm3,escStatus.rpm4,escStatus.current1,escStatus.current2,escStatus.current3,escStatus.current4,escStatus.voltage1,escStatus.voltage2,escStatus.voltage3,escStatus.voltage4,estimatorStatus.goodAttitudeEsimate,estimatorStatus.goodHorizVelEstimate,estimatorStatus.goodVertVelEstimate,estimatorStatus.goodHorizPosRelEstimate,estimatorStatus.goodHorizPosAbsEstimate,estimatorStatus.goodVertPosAbsEstimate,estimatorStatus.goodVertPosAGLEstimate,estimatorStatus.goodConstPosModeEstimate,estimatorStatus.goodPredHorizPosRelEstimate,estimatorStatus.goodPredHorizPosAbsEstimate,estimatorStatus.gpsGlitch,estimatorStatus.accelError,estimatorStatus.velRatio,estimatorStatus.horizPosRatio,estimatorStatus.vertPosRatio,estimatorStatus.magRatio,estimatorStatus.haglRatio,estimatorStatus.tasRatio,estimatorStatus.horizPosAccuracy,estimatorStatus.vertPosAccuracy,gps.lat,gps.lon,gps.mgrs,gps.hdop,gps.vdop,gps.courseOverGround,gps.lock,gps.count,gps2.lat,gps2.lon,gps2.mgrs,gps2.hdop,gps2.vdop,gps2.courseOverGround,gps2.lock,gps2.count,hygrometer.temperature,hygrometer.humidity,hygrometer.hygrometerid,localPosition.x,localPosition.y,localPosition.z,localPosition.vx,localPosition.vy,localPosition.vz,localPositionSetpoint.x,localPositionSetpoint.y,localPositionSetpoint.z,localPositionSetpoint.vx,localPositionSetpoint.vy,localPositionSetpoint.vz,setpoint.roll,setpoint.pitch,setpoint.yaw,setpoint.rollRate,setpoint.pitchRate,setpoint.yawRate,temperature.temperature1,temperature.temperature2,temperature.temperature3,terrain.blocksPending,terrain.blocksLoaded,vibration.xAxis,vibration.yAxis,vibration.zAxis,vibration.clipCount1,vibration.clipCount2,vibration.clipCount3,wind.direction,wind.speed,wind.verticalSpeed
42:27.2,-0.6,-0.7,35,0,0,0,0,0,0.024,0,0.5,10.4,0.07,0.08,0,0,0,00:00:00,2.5,0,--.--,14,--.--,0,0000:00:00,0,0,0,25.03,0.15,1,--.--,99,--.--,--:--:--,1,3.75,15:42:26,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001351,76.35429,43PFM 48437 05732,0.7,1.2,40.1,3,14,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2.4,-0.6,-0.5,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.67,49.11,--.--,0,224,0,0,0,0,0,0,180,0,0
42:28.2,-0.6,-0.7,35,0,0,0,0,0,0.012,0,0.5,10.4,0.05,0.07,0,0,0,00:00:00,2.5,0,--.--,14,--.--,0,0000:00:00,0,0,0,25.03,0.15,1,--.--,99,--.--,--:--:--,1,3.75,15:42:27,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001351,76.35429,43PFM 48437 05732,0.7,1.2,155.6,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2.4,-0.6,-0.5,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.68,49.15,--.--,0,224,0,0,0,0,0,0,180,0,0
42:29.2,-0.6,-0.7,35,0,0,0,0,0,0.012,0,0.5,10.3,0.02,0.07,0,0,0,00:00:00,2.5,0,--.--,14,--.--,0,0000:00:00,0,0,0,25.07,0.03,1,--.--,99,--.--,--:--:--,1,0.75,15:42:28,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001351,76.35429,43PFM 48437 05732,0.7,1.2,155.6,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2.4,-0.6,-0.5,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.68,49.15,--.--,0,224,0,0,0,0,0,0,180,0,0
42:30.2,-0.6,-0.7,35,0,0,0,0,0,0.015,0,0.4,10.3,-0.02,0,0,0,0,00:00:00,2.5,0,--.--,14,--.--,0,0000:00:00,0,0,0,25.05,0.03,1,--.--,99,--.--,--:--:--,1,0.75,15:42:29,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001352,76.3542898,43PFM 48437 05732,0.7,1.2,357.2,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2.4,-0.6,-0.4,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.69,49.2,--.--,0,224,0,0,0,0,0,0,180,0,0
42:31.2,-0.6,-0.7,35,0,0,0,0,0,0.015,0,0.4,10.2,-0.06,0,0,0,0,00:00:00,2.4,0,--.--,14,--.--,0,0000:00:00,0,0,0,25.06,0.03,1,--.--,99,--.--,--:--:--,1,0.75,15:42:30,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001352,76.3542898,43PFM 48437 05732,0.7,1.2,357.2,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2.4,-0.6,-0.4,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.69,49.2,--.--,0,224,0,0,0,0,0,0,180,0,0
42:32.2,-0.6,-0.7,35,0,0,0,0,0,0.02,0,0.4,10.2,-0.06,-0.06,0,0,0,00:00:00,2.4,0,--.--,14,--.--,0,0000:00:00,0,0,0,25.06,0.03,1,--.--,99,--.--,--:--:--,1,0.75,15:42:31,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001354,76.3542895,43PFM 48437 05732,0.7,1.2,60.9,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2.4,-0.6,-0.4,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.68,49.24,--.--,0,224,0,0,0,0,0,0,180,0,0
42:33.2,-0.6,-0.7,35,0,0,0,0,0,0.02,0,0.4,10.3,-0.02,-0.06,0,0,0,00:00:00,2.4,0,--.--,15,--.--,0,0000:00:00,0,0,0,25.04,0.13,1,--.--,99,--.--,--:--:--,1,3.26,15:42:32,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001354,76.3542895,43PFM 48437 05732,0.7,1.2,60.9,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2.4,-0.6,-0.4,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.68,49.24,--.--,0,224,0,0,0,0,0,0,180,0,0
42:34.2,-0.6,-0.7,35,0,0,0,0,0,0.011,0,0.4,10.3,-0.02,-0.01,0,0,0,00:00:00,2.4,0,--.--,15,--.--,0,0000:00:00,0,0,0,25.08,0.1,1,--.--,99,--.--,--:--:--,1,2.51,15:42:33,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001356,76.3542895,43PFM 48437 05732,0.7,1.2,43.2,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2.4,-0.6,-0.4,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.67,49.28,--.--,0,224,0,0,0,0,0,0,180,0,0
42:35.2,-0.6,-0.7,35,0,0,0,0,0,0.011,0,0.4,10.3,-0.03,-0.01,0,0,0,00:00:00,2.4,0,--.--,15,--.--,0,0000:00:00,0,0,0,25.07,0.03,1,--.--,99,--.--,--:--:--,1,0.75,15:42:34,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001356,76.3542895,43PFM 48437 05732,0.7,1.2,43.2,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2.3,-0.6,-0.4,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.67,49.28,--.--,0,224,0,0,0,0,0,0,180,0,0
42:36.2,-0.6,-0.7,35,0,0,0,0,0,0.01,0,0.4,10.3,-0.04,-0.04,0,0,0,00:00:00,2.4,0,--.--,15,--.--,0,0000:00:00,0,0,0,25.07,0.03,1,--.--,99,--.--,--:--:--,1,0.75,15:42:35,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001357,76.3542894,43PFM 48437 05732,0.7,1.2,23.2,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2.3,-0.6,-0.4,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.68,49.33,--.--,0,224,0,0,0,0,0,0,180,0,0
42:37.2,-0.6,-0.7,35,0,0,0,0,0,0.01,0,0.4,10.3,-0.06,-0.04,0,0,0,00:00:00,2.4,0,--.--,15,--.--,0,0000:00:00,0,0,0,25.05,0.02,1,--.--,99,--.--,--:--:--,1,0.5,15:42:36,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001357,76.3542894,43PFM 48437 05732,0.7,1.2,23.2,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2.3,-0.6,-0.4,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.68,49.33,--.--,0,224,0,0,0,0,0,0,180,0,0
42:38.2,-0.7,-0.7,35,0,0,0,0,0,0.018,0,0.4,10.2,-0.06,-0.06,0,0,0,00:00:00,2.4,0,--.--,16,--.--,0,0000:00:00,0,0,0,25.06,0.02,1,--.--,99,--.--,--:--:--,1,0.5,15:42:37,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.000136,76.3542892,43PFM 48437 05732,0.8,1.3,81.6,3,14,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2.3,-0.7,-0.4,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.68,49.37,--.--,0,224,0,0,0,0,0,0,180,0,0
42:39.3,-0.7,-0.7,35,0,0,0,0,0,0.018,0,0.4,10.3,-0.04,-0.06,0,0,0,00:00:00,2.4,0,--.--,16,--.--,0,0000:00:00,0,0,0,25.06,0.02,1,--.--,99,--.--,--:--:--,1,0.5,15:42:38,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.000136,76.3542892,43PFM 48437 05732,0.8,1.3,81.6,3,14,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2.3,-0.7,-0.4,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.68,49.37,--.--,0,224,0,0,0,0,0,0,180,0,0
