Timestamp,roll,pitch,heading,rollRate,pitchRate,yawRate,groundSpeed,airSpeed,airSpeedSetpoint,climbRate,altitudeRelative,altitudeAMSL,altitudeTuning,altitudeTuningSetpoint,xTrackError,rangeFinderDist,flightDistance,flightTime,distanceToHome,missionItemIndex,headingToNextWP,headingToHome,distanceToGCS,throttlePct,hobbs,battery0.id,battery0.batteryFunction,battery0.batteryType,battery0.voltage,battery0.current,battery0.mahConsumed,battery0.temperature,battery0.percentRemaining,battery0.timeRemaining,battery0.timeRemainingStr,battery0.chargeState,battery0.instantPower,clock.currentTime,clock.currentDate,distanceSensor.rotationNone,distanceSensor.rotationYaw45,distanceSensor.rotationYaw90,distanceSensor.rotationYaw135,distanceSensor.rotationYaw180,distanceSensor.rotationYaw225,distanceSensor.rotationYaw270,distanceSensor.rotationYaw315,distanceSensor.rotationPitch90,distanceSensor.rotationPitch270,distanceSensor.minDistance,distanceSensor.maxDistance,escStatus.index,escStatus.rpm1,escStatus.rpm2,escStatus.rpm3,escStatus.rpm4,escStatus.current1,escStatus.current2,escStatus.current3,escStatus.current4,escStatus.voltage1,escStatus.voltage2,escStatus.voltage3,escStatus.voltage4,estimatorStatus.goodAttitudeEsimate,estimatorStatus.goodHorizVelEstimate,estimatorStatus.goodVertVelEstimate,estimatorStatus.goodHorizPosRelEstimate,estimatorStatus.goodHorizPosAbsEstimate,estimatorStatus.goodVertPosAbsEstimate,estimatorStatus.goodVertPosAGLEstimate,estimatorStatus.goodConstPosModeEstimate,estimatorStatus.goodPredHorizPosRelEstimate,estimatorStatus.goodPredHorizPosAbsEstimate,estimatorStatus.gpsGlitch,estimatorStatus.accelError,estimatorStatus.velRatio,estimatorStatus.horizPosRatio,estimatorStatus.vertPosRatio,estimatorStatus.magRatio,estimatorStatus.haglRatio,estimatorStatus.tasRatio,estimatorStatus.horizPosAccuracy,estimatorStatus.vertPosAccuracy,gps.lat,gps.lon,gps.mgrs,gps.hdop,gps.vdop,gps.courseOverGround,gps.lock,gps.count,gps2.lat,gps2.lon,gps2.mgrs,gps2.hdop,gps2.vdop,gps2.courseOverGround,gps2.lock,gps2.count,hygrometer.temperature,hygrometer.humidity,hygrometer.hygrometerid,localPosition.x,localPosition.y,localPosition.z,localPosition.vx,localPosition.vy,localPosition.vz,localPositionSetpoint.x,localPositionSetpoint.y,localPositionSetpoint.z,localPositionSetpoint.vx,localPositionSetpoint.vy,localPositionSetpoint.vz,setpoint.roll,setpoint.pitch,setpoint.yaw,setpoint.rollRate,setpoint.pitchRate,setpoint.yawRate,temperature.temperature1,temperature.temperature2,temperature.temperature3,terrain.blocksPending,terrain.blocksLoaded,vibration.xAxis,vibration.yAxis,vibration.zAxis,vibration.clipCount1,vibration.clipCount2,vibration.clipCount3,wind.direction,wind.speed,wind.verticalSpeed
44:04.3,-0.6,-0.7,35,0,0,0,0,0,0.026,0,0.3,10.2,-0.09,-0.09,0,0,0,00:00:00,2.5,0,--.--,33,--.--,0,0001:37:10,0,0,0,25.05,0.02,2,--.--,99,--.--,--:--:--,1,0.5,15:44:03,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001378,76.3542827,43PFM 48436 05732,0.7,1.2,117.8,3,14,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2.2,-1.4,-0.3,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.67,51.26,--.--,0,224,0,0,0,0,0,0,180,0,0
44:05.3,-0.6,-0.7,35,0,0,0,0,0,0.027,0,0.3,10.2,-0.1,-0.1,0,0,0,00:00:00,2.5,0,--.--,33,--.--,0,0001:37:10,0,0,0,25.04,0.02,2,--.--,99,--.--,--:--:--,1,0.5,15:44:04,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001381,76.3542828,43PFM 48436 05732,0.7,1.2,295,3,14,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2.1,-1.4,-0.3,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.67,51.29,--.--,0,224,0,0,0,0,0,0,180,0,0
44:06.3,-0.6,-0.7,35,0,0,0,0,0,0.024,0,0.3,10.2,-0.11,-0.11,0,0,0,00:00:00,2.5,0,--.--,33,--.--,0,0001:37:10,0,0,0,25.02,0.01,2,--.--,99,--.--,--:--:--,1,0.25,15:44:05,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001382,76.3542828,43PFM 48436 05732,0.7,1.2,329.9,3,14,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2.1,-1.4,-0.3,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.67,51.3,--.--,0,224,0,0,0,0,0,0,180,0,0
44:07.3,-0.6,-0.7,35,0,0,0,0,0,0.024,0,0.3,10.2,-0.12,-0.11,0,0,0,00:00:00,2.5,0,--.--,33,--.--,0,0001:37:10,0,0,0,25.02,0.02,2,--.--,99,--.--,--:--:--,1,0.5,15:44:06,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001384,76.3542827,43PFM 48436 05732,0.7,1.2,315,3,14,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2.1,-1.4,-0.3,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.67,51.31,--.--,0,224,0,0,0,0,0,0,180,0,0
44:08.3,-0.6,-0.6,35,0,0,0,0,0,0.02,0,0.3,10.2,-0.09,-0.09,0,0,0,00:00:00,2.5,0,--.--,34,--.--,0,0001:37:10,0,0,0,25.04,0.02,2,--.--,99,--.--,--:--:--,1,0.5,15:44:07,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001387,76.3542825,43PFM 48436 05732,0.8,1.3,81.4,3,13,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2.1,-1.4,-0.3,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.68,51.35,--.--,0,224,0,0,0,0,0,0,180,0,0
44:09.3,-0.6,-0.6,35,0,0,0,0,0,0.02,0,0.3,10.2,-0.1,-0.1,0,0,0,00:00:00,2.5,0,--.--,34,--.--,0,0001:37:10,0,0,0,25.04,0.01,2,--.--,99,--.--,--:--:--,1,0.25,15:44:08,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001387,76.3542825,43PFM 48436 05732,0.8,1.3,220.9,3,13,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2,-1.4,-0.3,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.68,51.35,--.--,0,224,0,0,0,0,0,0,180,0,0
44:10.3,-0.6,-0.6,35,0,0,0,0,0,0.015,0,0.3,10.2,-0.1,-0.1,0,0,0,00:00:00,2.5,0,--.--,35,--.--,0,0001:37:10,0,0,0,25.03,0.01,2,--.--,99,--.--,--:--:--,1,0.25,15:44:09,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001389,76.3542823,43PFM 48436 05732,0.8,1.3,154.3,3,13,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2,-1.4,-0.3,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.68,51.38,--.--,0,224,0,0,0,0,0,0,180,0,0
44:11.3,-0.6,-0.6,35,0,0,0,0,0,0.018,0,0.3,10.2,-0.09,-0.1,0,0,0,00:00:00,2.5,0,--.--,35,--.--,0,0001:37:10,0,0,0,25.04,0.02,2,--.--,99,--.--,--:--:--,1,0.5,15:44:10,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001392,76.3542821,43PFM 48436 05732,0.8,1.3,15.3,3,13,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2,-1.4,-0.3,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.68,51.39,--.--,0,224,0,0,0,0,0,0,180,0,0
44:12.3,-0.7,-0.7,35,0,0,0,0,0,0.019,0,0.3,10.2,-0.11,-0.1,0,0,0,00:00:00,2.5,0,--.--,36,--.--,0,0001:37:10,0,0,0,24.98,0.01,2,--.--,99,--.--,--:--:--,1,0.25,15:44:11,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001394,76.354282,43PFM 48436 05732,0.7,1.2,332.2,3,14,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2,-1.5,-0.3,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.68,51.4,--.--,0,224,0,0,0,0,0,0,180,0,0
44:13.3,-0.6,-0.6,35,0,0,0,0,0,0.019,0,0.3,10.2,-0.1,-0.1,0,0,0,00:00:00,2.4,0,--.--,37,--.--,0,0001:37:10,0,0,0,25.07,0.02,2,--.--,99,--.--,--:--:--,1,0.5,15:44:12,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001396,76.3542817,43PFM 48436 05732,0.8,1.3,110.7,3,13,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-2,-1.5,-0.3,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.68,51.43,--.--,0,224,0,0,0,0,0,0,180,0,0
44:14.3,-0.6,-0.6,35,0,0,0,0,0,0.02,0,0.3,10.2,-0.1,-0.1,0,0,0,00:00:00,2.4,0,--.--,37,--.--,0,0001:37:10,0,0,0,25.04,0.02,2,--.--,99,--.--,--:--:--,1,0.5,15:44:13,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001396,76.3542814,43PFM 48436 05732,0.8,1.3,167.5,3,13,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-1.9,-1.5,-0.3,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.68,51.44,--.--,0,224,0,0,0,0,0,0,180,0,0
44:15.3,-0.6,-0.6,35,0,0,0,0,0,0.021,0,0.3,10.2,-0.1,-0.11,0,0,0,00:00:00,2.4,0,--.--,37,--.--,0,0001:37:10,0,0,0,25,0.01,2,--.--,99,--.--,--:--:--,1,0.25,15:44:14,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001396,76.3542815,43PFM 48436 05732,0.8,1.3,334.8,3,13,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-1.9,-1.5,-0.3,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.69,51.46,--.--,0,224,0,0,0,0,0,0,180,0,0
44:16.3,-0.6,-0.7,35,0,0,0,0,0,0.019,0,0.3,10.2,-0.13,-0.13,0,0,0,00:00:00,2.4,0,--.--,38,--.--,0,0001:37:10,0,0,0,25.05,0.02,2,--.--,99,--.--,--:--:--,1,0.5,15:44:15,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001396,76.3542814,43PFM 48436 05732,0.8,1.3,8.1,3,13,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-1.9,-1.5,-0.3,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.69,51.48,--.--,0,224,0,0,0,0,0,0,180,0,0
44:17.3,-0.6,-0.7,35,0,0,0,0,0,0.02,0,0.2,10.1,-0.17,-0.16,0,0,0,00:00:00,2.4,0,--.--,38,--.--,0,0001:37:10,0,0,0,25.06,0.03,2,--.--,99,--.--,--:--:--,1,0.75,15:44:16,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001398,76.3542814,43PFM 48436 05732,0.8,1.3,270,3,13,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-1.9,-1.5,-0.2,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.69,51.5,--.--,0,224,0,0,0,0,0,0,180,0,0
44:18.3,-0.6,-0.7,35,0,0,0,0,0,0.014,0,0.2,10.1,-0.2,-0.2,0,0,0,00:00:00,2.4,0,--.--,39,--.--,0,0001:37:10,0,0,0,25.06,0.02,2,--.--,99,--.--,--:--:--,1,0.5,15:44:17,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.00014,76.3542813,43PFM 48436 05732,0.8,1.3,6.1,3,13,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-1.9,-1.5,-0.2,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.69,51.51,--.--,0,224,0,0,0,0,0,0,180,0,0
44:19.3,-0.6,-0.7,35,0,0,0,0,0,0.015,0,0.2,10.1,-0.21,-0.21,0,0,0,00:00:00,2.4,0,--.--,40,--.--,0,0001:37:10,0,0,0,25.02,0.01,2,--.--,99,--.--,--:--:--,1,0.25,15:44:18,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001402,76.3542813,43PFM 48436 05732,0.8,1.3,320.7,3,13,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-1.8,-1.5,-0.2,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.69,51.53,--.--,0,224,0,0,0,0,0,0,180,0,0
44:20.3,-0.6,-0.6,35,0,0,0,0,0,0.012,0,0.2,10.1,-0.23,-0.22,0,0,0,00:00:00,2.4,0,--.--,40,--.--,0,0001:37:10,0,0,0,25.07,0.02,2,--.--,99,--.--,--:--:--,1,0.5,15:44:19,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001403,76.3542811,43PFM 48436 05732,0.7,1.2,16.5,3,14,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-1.8,-1.5,-0.2,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.7,51.55,--.--,0,224,0,0,0,0,0,0,180,0,0
44:21.3,-0.6,-0.6,35,0,0,0,0,0,0.01,0,0.2,10.1,-0.26,-0.24,0,0,0,00:00:00,2.4,0,--.--,40,--.--,0,0001:37:10,0,0,0,25.07,0.03,2,--.--,99,--.--,--:--:--,1,0.75,15:44:20,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001404,76.3542812,43PFM 48436 05732,0.7,1.2,321.8,3,14,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-1.8,-1.5,-0.2,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.7,51.56,--.--,0,224,0,0,0,0,0,0,180,0,0
44:22.3,-0.6,-0.6,35,0,0,0,0,0,0.01,0,0.1,10,-0.3,-0.3,0,0,0,00:00:00,2.4,0,--.--,40,--.--,0,0001:37:10,0,0,0,25.06,0.01,2,--.--,99,--.--,--:--:--,1,0.25,15:44:21,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001405,76.3542811,43PFM 48436 05732,0.7,1.2,343.6,3,14,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-1.8,-1.5,-0.1,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.7,51.59,--.--,0,224,0,0,0,0,0,0,180,0,0
44:23.3,-0.6,-0.6,35,0,0,0,0,0,0.01,0,0.1,10,-0.33,-0.3,0,0,0,00:00:00,2.4,0,--.--,40,--.--,0,0001:37:10,0,0,0,24.98,0,2,--.--,99,--.--,--:--:--,1,0,15:44:22,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001407,76.3542809,43PFM 48436 05732,0.7,1.2,42.7,3,14,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-1.8,-1.6,-0.1,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.7,51.59,--.--,0,224,0,0,0,0,0,0,180,0,0
44:24.3,-0.6,-0.7,35,0,0,0,0,0,0.01,0,0.1,9.9,-0.35,-0.35,0,0,0,00:00:00,2.4,0,--.--,41,--.--,0,0001:37:10,0,0,0,25.07,0.03,2,--.--,99,--.--,--:--:--,1,0.75,15:44:23,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001407,76.3542809,43PFM 48436 05732,0.7,1.2,143.8,3,14,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-1.8,-1.6,-0.1,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.71,51.62,--.--,0,224,0,0,0,0,0,0,180,0,0
44:25.3,-0.6,-0.7,35,0,0,0,0,0,0.011,0,0.1,9.9,-0.35,-0.35,0,0,0,00:00:00,2.4,0,--.--,41,--.--,0,0001:37:10,0,0,0,25.04,0.02,2,--.--,99,--.--,--:--:--,1,0.5,15:44:24,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001408,76.3542807,43PFM 48436 05732,0.7,1.2,325,3,14,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-1.8,-1.6,-0.1,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.71,51.63,--.--,0,224,0,0,0,0,0,0,180,0,0
44:26.3,-0.6,-0.7,35,0,0,0,0,0,0.014,0,0.1,10,-0.34,-0.34,0,0,0,00:00:00,2.4,0,--.--,42,--.--,0,0001:37:10,0,0,0,24.98,0,2,--.--,99,--.--,--:--:--,1,0,15:44:25,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001409,76.3542806,43PFM 48436 05732,0.7,1.2,115.3,3,14,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-1.8,-1.6,-0.1,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.7,51.63,--.--,0,224,0,0,0,0,0,0,180,0,0
44:27.3,-0.6,-0.7,35,0,0,0,0,0,0.017,0,0.1,10,-0.34,-0.34,0,0,0,00:00:00,2.4,0,--.--,42,--.--,0,0001:37:10,0,0,0,25.02,0.02,2,--.--,99,--.--,--:--:--,1,0.5,15:44:26,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001412,76.3542805,43PFM 48436 05732,0.7,1.2,61.9,3,14,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-1.7,-1.6,-0.1,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.71,51.67,--.--,0,224,0,0,0,0,0,0,180,0,0
44:28.3,-0.6,-0.7,35,0,0,0,0,0,0.018,0,0.1,10,-0.34,-0.34,0,0,0,00:00:00,2.4,0,--.--,43,--.--,0,0001:37:10,0,0,0,25.05,0.02,2,--.--,99,--.--,--:--:--,1,0.5,15:44:27,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001413,76.3542802,43PFM 48436 05732,0.8,1.3,175.2,3,13,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-1.7,-1.6,-0.1,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.71,51.68,--.--,0,224,0,0,0,0,0,0,180,0,0
44:29.3,-0.6,-0.6,35,0,0,0,0,0,0.02,0,0.1,10,-0.31,-0.32,0,0,0,00:00:00,2.4,0,--.--,43,--.--,0,0001:37:10,0,0,0,25.03,0.01,2,--.--,99,--.--,--:--:--,1,0.25,15:44:28,10-11-2023,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,10.0001414,76.3542801,43PFM 48436 05732,0.8,1.3,97.8,3,13,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-1.7,-1.6,-0.1,0,0,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.71,51.69,--.--,0,224,0,0,0,0,0,0,180,0,0
